OBJECT_ID,RA,DEC,1_mag_0,1_mag_err_0,DATE-OBS_1_mag_0
216410036107602816,56.40844798628,31.52041065292,16.980799,0.08134317,2004-09-07T11:54:23.816
216410109121810688,56.4119722079324,31.5313768716639,17.103955,0.086248356,2004-09-07T11:54:23.816
216410074763225344,56.40152622495,31.52122697808,18.666278,0.18659349,2004-09-07T11:54:23.816
216410104826865280,56.3951678014607,31.5314416913882,17.459679,0.1022724,2004-09-07T11:54:23.816
216410207906297216,56.414719429639,31.5364173766909,19.019494,0.22497389,2004-09-07T11:54:23.816
216410143483848832,56.4207791663837,31.5352916138119,15.584806,0.042291083,2004-09-07T11:54:23.816
216410246562423040,56.42113427807,31.5567295541,19.181556,0.24572877,2004-09-07T11:54:23.816
216410139186819200,56.4173905456188,31.5293884895353,19.171772,0.2444115,2004-09-07T11:54:23.816
216502605537893376,56.15918876488,31.46376973864,20.012588,0.39840569,2004-09-07T11:54:23.816
216502601242462976,56.1602192697159,31.4661230218122,18.628705,0.18298668,2004-09-07T11:54:23.816
216505418740978560,56.1370385678115,31.4523567973433,18.267707,0.15217013,2004-09-07T11:54:23.816
216505418741045760,56.1227577607251,31.453603680861,19.169289,0.24407854,2004-09-07T11:54:23.816
216505423036502656,56.13629667001,31.45154739899,18.806877,0.20085601,2004-09-07T11:54:23.816
216505521820195584,56.1324204069971,31.4629276440693,17.348939,0.096966376,2004-09-07T11:54:23.816
216505526115535360,56.1364408919737,31.4627810774633,19.525577,0.29812581,2004-09-07T11:54:23.816
216505594835132160,56.13016659852,31.47579398778,20.191222,0.44554356,2004-09-07T11:54:23.816
216505624899943040,56.13773064002,31.48851458407,17.466304,0.1025996,2004-09-07T11:54:23.816
216505659259149440,56.1001189204137,31.4664963343371,17.600659,0.1094867,2004-09-07T11:54:23.816
216505727978693248,56.0802188287151,31.4784903060854,17.159476,0.088561424,2004-09-07T11:54:23.816
216505831057910016,56.1258375191869,31.4905848288088,17.936136,0.12899913,2004-09-07T11:54:23.816
216505831057910528,56.1385895073202,31.4967757717251,16.304311,0.059144262,2004-09-07T11:54:23.816
216505869713381504,56.1019855974357,31.5019164477256,17.331164,0.096142662,2004-09-07T11:54:23.816
216505865417608192,56.1134363478559,31.5001195025166,17.801371,0.12073408,2004-09-07T11:54:23.816
216505899777389952,56.1280693364951,31.5091900292166,17.541289,0.10638334,2004-09-07T11:54:23.816
216506552612350592,56.064043492037,31.5029541987071,17.254959,0.09269534,2004-09-07T11:54:23.816
216506552612416384,56.0671804907566,31.4992680591496,17.623238,0.1106927,2004-09-07T11:54:23.816
216506556907808512,56.0561372381374,31.4954527198507,18.295779,0.15433943,2004-09-07T11:54:23.816
216506488188363136,56.07130390908,31.49046001938,19.583727,0.30829918,2004-09-07T11:54:23.816
216506621331829760,56.095503058397,31.5170625458622,18.630517,0.18315872,2004-09-07T11:54:23.816
216506621331932416,56.0904169261918,31.5046296229665,17.679895,0.11378334,2004-09-07T11:54:23.816
