OBJECT_ID,RA,DEC,4_mag_0,4_mag_err_0,DATE-OBS_4_mag_0
216410036107602816,56.40844798628,31.52041065292,17.596074,1.0443562,2004-09-07T11:54:23.816
216410109121810688,56.4119722079324,31.5313768716639,17.326327,0.81907245,2004-09-07T11:54:23.816
216410074763225344,56.40152622495,31.52122697808,18.407532,2.1823938,2004-09-07T11:54:23.816
216410104826865280,56.3951678014607,31.5314416913882,17.856988,1.3225125,2004-09-07T11:54:23.816
216410207906297216,56.414719429639,31.5364173766909,18.445688,2.2597166,2004-09-07T11:54:23.816
216410143483848832,56.4207791663837,31.5352916138119,15.55248,0.17540276,2004-09-07T11:54:23.816
216410246562423040,56.42113427807,31.5567295541,17.778606,1.2318234,2004-09-07T11:54:23.816
216502605537893376,56.15918876488,31.46376973864,18.672593,2.780158,2004-09-07T11:54:23.816
216505418740978560,56.1370385678115,31.4523567973433,19.604872,6.5331023,2004-09-07T11:54:23.816
216505418741045760,56.1227577607251,31.453603680861,18.362065,2.0937318,2004-09-07T11:54:23.816
216505423036502656,56.13629667001,31.45154739899,17.167162,0.71013865,2004-09-07T11:54:23.816
216505521820195584,56.1324204069971,31.4629276440693,18.702856,2.8581586,2004-09-07T11:54:23.816
216505526115535360,56.1364408919737,31.4627810774633,17.931317,1.4147743,2004-09-07T11:54:23.816
216505624899943040,56.13773064002,31.48851458407,17.163552,0.70784824,2004-09-07T11:54:23.816
216505659259149440,56.1001189204137,31.4664963343371,16.842858,0.53194825,2004-09-07T11:54:23.816
216505727978693248,56.0802188287151,31.4784903060854,17.931772,1.4153585,2004-09-07T11:54:23.816
216505831057910016,56.1258375191869,31.4905848288088,18.647947,2.7182234,2004-09-07T11:54:23.816
216505831057910528,56.1385895073202,31.4967757717251,16.180981,0.29811606,2004-09-07T11:54:23.816
216505869713381504,56.1019855974357,31.5019164477256,17.465372,0.92821141,2004-09-07T11:54:23.816
216505865417608192,56.1134363478559,31.5001195025166,17.392516,0.86928604,2004-09-07T11:54:23.816
216505899777389952,56.1280693364951,31.5091900292166,18.226181,1.8498427,2004-09-07T11:54:23.816
216506552612350592,56.064043492037,31.5029541987071,17.318797,0.81355137,2004-09-07T11:54:23.816
216506552612416384,56.0671804907566,31.4992680591496,17.520079,0.97513058,2004-09-07T11:54:23.816
216506556907808512,56.0561372381374,31.4954527198507,21.161426,27.333247,2004-09-07T11:54:23.816
216506621331829760,56.095503058397,31.5170625458622,18.236714,1.8676764,2004-09-07T11:54:23.816
216506621331932416,56.0904169261918,31.5046296229665,17.754553,1.2052809,2004-09-07T11:54:23.816
216506621331932544,56.1040820455336,31.5104686867976,17.437349,0.90507743,2004-09-07T11:54:23.816
216506625627317504,56.09295495699,31.50728690658,18.258591,1.9052728,2004-09-07T11:54:23.816
216506694347102080,56.085054877434,31.5291227201695,17.416625,0.88834938,2004-09-07T11:54:23.816
216506655692102016,56.11468575183,31.51870079978,16.174519,0.29646183,2004-09-07T11:54:23.816
216506827490259456,56.042914554411,31.5170006098459,17.047135,0.63792283,2004-09-07T11:54:23.816
216506758770782848,56.052002059333,31.5170756673526,15.748851,0.20648897,2004-09-07T11:54:23.816
216506866145093248,56.0515610744191,31.53273951138,17.963324,1.4564894,2004-09-07T11:54:23.816
216506861852930560,56.051916594435,31.5378808939016,17.950717,1.4399112,2004-09-07T11:54:23.816
216506827490282624,56.0380561400438,31.5258826184367,20.33829,12.817708,2004-09-07T11:54:23.816
216507003584044928,56.0758769565826,31.5583114218101,17.312164,0.80871942,2004-09-07T11:54:23.816
216506930570008832,56.0825621781822,31.5352438701353,17.404288,0.87854115,2004-09-07T11:54:23.816
216507003584045056,56.0725045263,31.55999512949,15.948664,0.24438999,2004-09-07T11:54:23.816
216506930569545728,56.0802067400846,31.5445921126394,17.699591,1.1467917,2004-09-07T11:54:23.816
216506900505193984,56.0774975338562,31.5276917772941,16.754466,0.49191493,2004-09-07T11:54:23.816
216507003584747008,56.072474475211,31.5596005620975,15.87824,0.23023547,2004-09-07T11:54:23.816
216506934865270528,56.0891518039035,31.5402529639667,13.312605,0.034846703,2004-09-07T11:54:23.816
216506900505532416,56.0761733012039,31.5330995511518,14.034836,0.055521613,2004-09-07T11:54:23.816
216506964929216640,56.0641666810042,31.5458683880468,16.034144,0.2628426,2004-09-07T11:54:23.816
216518647240328064,56.0276437362678,31.5407934726102,17.271835,0.77996795,2004-09-07T11:54:23.816
216518612880590592,56.0349228210606,31.5456432627277,17.973316,1.4697664,2004-09-07T11:54:23.816
216518578520804608,56.0368675545979,31.5336126433403,17.061772,0.64630845,2004-09-07T11:54:23.816
216518612881053696,56.04263236024,31.54380439939,16.652723,0.44968799,2004-09-07T11:54:23.816
216518720254829184,56.0538678007766,31.5509819884144,17.352748,0.83875022,2004-09-07T11:54:23.816
216518750319547008,56.06901589749,31.5680943204109,17.594387,1.0427663,2004-09-07T11:54:23.816
216518784679217536,56.0411926298782,31.5722893915444,18.873704,3.3417136,2004-09-07T11:54:23.816
216518990837716736,56.0254481570727,31.5762524577942,16.931919,0.57571467,2004-09-07T11:54:23.816
216518990837715712,56.0308764783564,31.5689278722455,17.563466,1.0140583,2004-09-07T11:54:23.816
216519098212652416,56.0313457300927,31.5998524103299,12.841176,0.026402237,2004-09-07T11:54:23.816
216595922292807680,56.2674531861522,31.4917284087311,16.73354,0.48290464,2004-09-07T11:54:23.816
216595922292806784,56.2715885101018,31.480773303036,17.580148,1.0294446,2004-09-07T11:54:23.816
216595991012098560,56.3054899492595,31.4952705433132,16.334389,0.34040923,2004-09-07T11:54:23.816
216595956652360064,56.2931272801337,31.4935837209052,18.006889,1.5152818,2004-09-07T11:54:23.816
216595991012098176,56.3039530875618,31.4875509383253,19.849977,8.1824483,2004-09-07T11:54:23.816
216596029666702976,56.28390953677,31.50185411917,24.36075,520.12597,2004-09-07T11:54:23.816
216595960947226112,56.30133593793,31.48758303155,18.118913,1.677749,2004-09-07T11:54:23.816
216596059731761408,56.2913727727474,31.5008190501132,17.200582,0.7317072,2004-09-07T11:54:23.816
216596338905526272,56.2376557417234,31.4876015780773,18.068684,1.6028265,2004-09-07T11:54:23.816
216596338905526528,56.2263743782902,31.4898296961481,16.015463,0.25868562,2004-09-07T11:54:23.816
216596265890004864,56.2382787368124,31.4748405164641,17.492701,0.95135463,2004-09-07T11:54:23.816
216596338904216960,56.2262004305965,31.4815156662365,18.701429,2.8544331,2004-09-07T11:54:23.816
216596300249928960,56.2221141470508,31.4795731980357,16.978363,0.60000057,2004-09-07T11:54:23.816
216596373264024576,56.1873567123,31.46456264403,18.717237,2.8959946,2004-09-07T11:54:23.816
216596368969404672,56.1879444038219,31.4648875185322,19.622796,6.641504,2004-09-07T11:54:23.816
216596403329143424,56.1882883164303,31.4725949587684,18.460637,2.2907604,2004-09-07T11:54:23.816
216596476343140864,56.1904683042062,31.4880350718748,16.87788,0.54873247,2004-09-07T11:54:23.816
216596613783433088,56.205330051346,31.5046022667366,16.754194,0.4917968,2004-09-07T11:54:23.816
216596545062646784,56.2190217833212,31.4928291352567,17.400147,0.87527401,2004-09-07T11:54:23.816
216596510702908672,56.2073480719095,31.48381647598,17.247332,0.76301331,2004-09-07T11:54:23.816
216596506408070528,56.2044843405837,31.4827122589488,16.466952,0.38207146,2004-09-07T11:54:23.816
216596712566604416,56.242163037765,31.4956718687056,19.384575,5.3371529,2004-09-07T11:54:23.816
